#
# Solar evolution from Bahcall, Pinsonneault, & Basu 2001, ApJ, 555, 990
# Numbers from M. Pinsonneaults (private copy)
#
# extracted from m1000b.dat and converted into an ascii table with the
# subset of information on energy production.
#
# ageGyr = age in Gyr
# Lsun = luminosity in Lsun
# fraction of total energy generation from...
#   ppI = pp I cycle
#   ppII = pp II cycle
#   ppIII = pp III cycle
#   CNO = CNO cycle
#   3Alpha = triple-alpha process (3x 4He -> 12C)
#   HeC = 4He+12C -> 16O
#   KH = Kelvin-Helmholtz
#   ppTotal = total pp (I+II+III)
#   HHe = 
#
ageGyr         Lsun             ppI   ppII  ppIII  CNO  3Alpha HeC  KH  ppTotal  HHe
1.63757979E-03 1.48544593281828 2.74949410797548e-06 4.55806356220189e-17 1.2153252434943e-30 2.02748898728745e-17 0 0 0.999997251452785 2.74949410802106e-06 2.74949410804133e-06
1.72580460E-03 1.42461471530653 3.44678495683197e-06 8.31384989411089e-17 3.31783814193088e-30 3.82864240513366e-17 0 0 0.999996549729217 3.4467849569151e-06 3.44678495695339e-06
1.81892456E-03 1.36625313345973 4.31242708668499e-06 1.50644151482245e-16 8.95286576143138e-30 7.17919563350745e-17 0 0 0.99999568640716 4.31242708683563e-06 4.31242708690743e-06
1.91717111E-03 1.31028018392341 5.38447746257941e-06 2.70840493776974e-16 2.37789120085031e-29 1.3349249507556e-16 0 0 0.999994616477075 5.38447746285025e-06 5.38447746298374e-06
2.02302616E-03 1.25555855689227 6.73847016816274e-06 4.8757352704859e-16 6.28932671172705e-29 2.48472251881414e-16 0 0 0.999993264438189 6.73847016865031e-06 6.73847016889878e-06
2.13487669E-03 1.20316150562917 8.41460090988017e-06 8.67200592038876e-16 1.61928416998448e-28 4.56416972643117e-16 0 0 0.999991584147996 8.41460091074737e-06 8.41460091120379e-06
2.25315459E-03 1.15297587961406 1.04858576087879e-05 1.52310436068084e-15 4.05880764961576e-28 8.2695701172791e-16 0 0 0.999989514425868 1.0485857610311e-05 1.0485857611138e-05
2.37829368E-03 1.10489492072826 1.30406052464274e-05 2.64147933459257e-15 9.91607119777373e-28 1.47789631336499e-15 0 0 0.999986957376678 1.30406052490689e-05 1.30406052505468e-05
2.51072459E-03 1.05891590477761 1.61841763096374e-05 4.52430332605701e-15 2.36482747940774e-27 2.60593024200495e-15 0 0 0.999983818566206 1.61841763141617e-05 1.61841763167676e-05
2.65118038E-03 1.01486285384512 2.00525799352055e-05 7.66450897333474e-15 5.52348342316557e-27 4.54093386366402e-15 0 0 0.999979944240703 2.005257994287e-05 2.0052579947411e-05
